step,factor,rank_gen,theta,tan_theta,mu,rank_mu,nu,rank_nu,abs_c_mu,abs_c_nu,fid_after,flag
11,"(0d,1u)->(3d,4u)",2,0.06536625949134937,0.0654595167293453,|0u 1d 3d 4u 5u 5d>,2,|0u 0d 1u 1d 5u 5d>,0,0.052914261308268644,0.9577115065645702,0.9365768413066897,
12,"(0u,1d)->(3u,4d)",2,-0.23222491980317647,-0.23649148631722253,|0d 1u 3u 4d 5u 5d>,2,|0u 0d 1u 1d 5u 5d>,0,0.05291426130826863,0.9577115065645702,0.9025598493874987,
13,"(0u,5d)->(2d,3u)",2,0.08419943164420095,0.08439897606817909,|0d 1u 1d 2d 3u 5u>,2,|0u 0d 1u 1d 5u 5d>,0,0.05291426130826865,0.9577115065645702,0.8951503787615631,
14,"(0d,5u)->(2u,3d)",2,-0.09507638713974402,-0.09536390842126877,|0u 1u 1d 2u 3d 5d>,2,|0u 0d 1u 1d 5u 5d>,0,0.05291426130826866,0.9577115065645702,0.895615311273224,
15,"(1u,5d)->(3u,3d)",2,0.07114926266273239,0.07126956394780906,|0u 0d 1d 3u 3d 5u>,2,|0u 0d 1u 1d 5u 5d>,0,0.04476178630101224,0.9577115065645702,0.8962976927813339,
16,"(0u,0d)->(2u,4d)",2,0.03738971181795865,0.03740714505455101,|1u 1d 2u 4d 5u 5d>,2,|0u 0d 1u 1d 5u 5d>,0,0.04476178630101224,0.9577115065645702,0.8972324733769832,
17,"(0u,0d)->(2d,4u)",2,-0.010909882795459444,-0.010910315667641777,|1u 1d 2d 4u 5u 5d>,2,|0u 0d 1u 1d 5u 5d>,0,0.04476178630101225,0.9577115065645702,0.8976058865670016,
18,"(1d,5u)->(3u,3d)",2,-0.4596927279579145,-0.49506612940829936,|0u 0d 1u 3u 3d 5d>,2,|0u 0d 1u 1d 5u 5d>,0,0.04476178630101224,0.9577115065645702,0.8299010096121776,
19,"(0u,0d)->(3u,3d)",2,-0.09405769572256832,-0.09433605224115119,|1u 1d 3u 3d 5u 5d>,2,|0u 0d 1u 1d 5u 5d>,0,0.04268186071038303,0.9577115065645702,0.8229228792518227,
20,"(1u,5u)->(2u,4u)",2,0.02994685871566384,0.02995581418574914,|0u 0d 1d 2u 4u 5d>,2,|0u 0d 1u 1d 5u 5d>,0,0.021884079640700924,0.9577115065645702,0.8230334252177484,
21,"(1d,5d)->(2d,4d)",2,0.030436273043475546,0.03044567491076509,|0u 0d 1u 2d 4d 5u>,2,|0u 0d 1u 1d 5u 5d>,0,0.021884079640700906,0.9577115065645702,0.8232417092478436,
22,"(0u,1u)->(3u,4u)",2,-0.16122050694267245,-0.1626320010716231,|0d 1d 3u 4u 5u 5d>,2,|0u 0d 1u 1d 5u 5d>,0,0.008152475007256438,0.9577115065645702,0.8148963849537684,
23,"(0d,1d)->(3d,4d)",2,-0.08534536748839124,-0.08555318676351154,|0u 1u 3d 4d 5u 5d>,2,|0u 0d 1u 1d 5u 5d>,0,0.008152475007256431,0.9577115065645702,0.8127923049401098,
24,"(0u,5u)->(2u,3u)",2,0.025086372821249092,0.025091636649386847,|0d 1u 1d 2u 3u 5d>,2,|0u 0d 1u 1d 5u 5d>,0,0.008152475007256516,0.9577115065645702,0.8126551388382433,
25,"(0d,5d)->(2d,3d)",2,-0.0224381935651254,-0.022441959995009253,|0u 1u 1d 2d 3d 5u>,2,|0u 0d 1u 1d 5u 5d>,0,0.008152475007256516,0.9577115065645702,0.8123506105038171,
26,"(5u,5d)->(1d,3u)",2,-0.07512135851106175,-0.07526298696258642,|0u 0d 1d 3u 4u 4d>,3,|0u 0d 4u 4d 5u 5d>,2,0.002778496812918581,0.10501267956966748,0.8123795669860358,
27,"(0d,4u)->(2u,2d)",2,-0.013072688326265314,-0.013073433063649364,|0u 2u 2d 4d 5u 5d>,3,|0u 0d 4u 4d 5u 5d>,2,0.002778496812918578,0.10501267956966748,0.8124151533209624,
28,"(0u,2d)->(4u,4d)",2,0.3829472880547943,0.4028342295628252,|1u 1d 3u 4u 4d 5d>,3,|0u 1u 1d 2d 3u 5d>,2,0.004471341841367129,0.06106673631552519,0.8116907496961796,
29,"(1u,1d)->(3d,5u)",2,-0.3773494022941768,-0.39634251569447365,|0u 2d 3u 3d 5u 5d>,3,|0u 1u 1d 2d 3u 5d>,2,0.004471341841367133,0.06106673631552519,0.8119778336626384,
30,"(5u,5d)->(1u,3d)",2,0.025124206312481804,0.0251294939961722,|0u 0d 1u 3d 4u 4d>,3,|0u 0d 4u 4d 5u 5d>,2,0.0027784968129185793,0.10501267956966748,0.8120027528212286,
31,"(0u,4d)->(2u,2d)",2,0.010878657783554565,0.010879086949496667,|0d 2u 2d 4u 5u 5d>,3,|0u 0d 4u 4d 5u 5d>,2,0.0027784968129185806,0.10501267956966748,0.8120214338265374,
32,"(0d,2u)->(4u,4d)",2,-0.428257005353759,-0.4565131020054774,|1u 1d 3d 4u 4d 5u>,3,|0d 1u 1d 2u 3d 5u>,2,0.004471341841367127,0.06106673631552519,0.8111112601572518,
33,"(1u,1d)->(3u,5d)",2,0.0891777965421054,0.08941495178692,|0d 2u 3u 3d 5u 5d>,3,|0d 1u 1d 2u 3d 5u>,2,0.0044713418413671316,0.06106673631552519,0.8112420635324294,
34,"(0u,1d)->(3d,4u)",2,0.2295781698832923,0.23369845011114845,|0d 1u 2u 2d 3d 4u>,4,|0u 0d 1u 1d 2u 2d>,2,0.010925252444313468,0.10501267956966748,0.8343104454496252,
35,"(0d,1u)->(3u,4d)",2,0.07309271243806964,0.07322315823582082,|0u 1d 2u 2d 3u 4d>,4,|0u 0d 1u 1d 2u 2d>,2,0.010925252444313457,0.10501267956966748,0.836917665148885,
36,"(0d,5u)->(2d,3u)",2,0.06422770867555436,0.064316172000418,|0u 2d 3u 4u 4d 5d>,4,|0u 0d 4u 4d 5u 5d>,2,0.010925252444313225,0.10501267956966748,0.8383777520435324,
37,"(0u,1d)->(3u,4d)",2,0.3208885783276502,0.33237585701565275,|0d 1u 2u 2d 3u 4d>,4,|0u 0d 1u 1d 2u 2d>,2,0.009030726542049493,0.10501267956966748,0.8771188486181116,
38,"(0d,2u)->(4u,4d)",2,0.35117198008694517,0.3663572053828876,|0u 1u 1d 2d 4u 4d>,3,|0u 0d 1u 1d 2u 2d>,2,0.0027784968129186843,0.10501267956966748,0.8778654442387592,
39,"(1u,1d)->(4u,4d)",2,-0.2713400947403403,-0.2782014114092132,|0u 0d 2u 2d 4u 4d>,4,|0u 0d 1u 1d 2u 2d>,2,0.019939562361873435,0.10501267956966748,0.9126085668330914,
40,"(0u,5d)->(2u,3d)",2,-0.0476056747938265,-0.047641670342788114,|0d 2u 3d 4u 4d 5u>,4,|0u 0d 4u 4d 5u 5d>,2,0.010925252444313206,0.10501267956966748,0.9135903737938437,
41,"(0u,2d)->(4u,4d)",2,-0.07303023750365889,-0.07316034862111903,|0d 1u 1d 2u 4u 4d>,3,|0u 0d 1u 1d 2u 2d>,2,0.0027784968129186847,0.10501267956966748,0.9136156577259115,
42,"(0d,1d)->(2d,5d)",2,0.05386428426414757,0.05391643803845122,|1u 2u 2d 3d 5u 5d>,3,|0d 1u 1d 2u 3d 5u>,2,0.004471341841367252,0.06106673631552519,0.9135881883285186,
43,"(0d,5u)->(2u,3d)",2,0.040272681008058635,0.04029446774633674,|0u 2u 3d 4u 4d 5d>,4,|0u 0d 4u 4d 5u 5d>,2,0.009030726542049365,0.10501267956966748,0.9145153918773702,
44,"(0u,1u)->(2u,5u)",2,-0.00841597979810894,-0.00841617850141939,|1d 2u 2d 3u 5u 5d>,3,|0u 1u 1d 2d 3u 5d>,2,0.004471341841367247,0.06106673631552519,0.9145072112565248,
45,"(0d,1u)->(3d,4u)",2,-0.017241693901839623,-0.017243402619005734,|0u 1d 2u 2d 3d 4u>,4,|0u 0d 1u 1d 2u 2d>,2,0.009030726542049498,0.10501267956966748,0.9147074674924541,
46,"(0u,0d)->(2u,4d)",2,0.007603548590001498,0.007603695123785788,|1u 2u 2d 4u 4d 5d>,4,|0u 0d 1u 2d 4u 5d>,2,0.007136200639785271,0.0831285999289663,0.9147389806613551,
47,"(1d,5u)->(3u,3d)",2,0.35966954434985104,0.37602562423804453,|0u 0d 2u 3u 3d 4d>,4,|0u 0d 1d 2u 4d 5u>,2,0.007136200639785265,0.0831285999289663,0.9734379015184185,
48,"(0u,5u)->(2u,3u)",2,-0.005644785022888628,-0.005644844978039619,|0d 2u 3u 4u 4d 5d>,4,|0u 0d 4u 4d 5u 5d>,2,0.001894525902263861,0.10501267956966748,0.9735228245601769,
49,"(0u,1u)->(3u,4u)",2,0.5545557880784051,0.6193911141300574,|1d 2u 3u 3d 4u 5d>,4,|0u 1u 1d 2u 3d 5d>,2,0.0025019527805757178,0.05291426130826866,0.8931152477832934,
50,"(0u,0d)->(2d,4u)",2,-0.045193826748580405,-0.045224621099777575,|1d 2u 2d 4u 4d 5u>,4,|0u 0d 1d 2u 4d 5u>,2,0.007136200639785268,0.0831285999289663,0.8937731977167329,
51,"(2d,5d)->(3d,4d)",2,-0.05866211161225321,-0.058729494566505724,|0u 1u 1d 3u 3d 4d>,3,|0u 1u 1d 2d 3u 5d>,2,0.0044713418413672495,0.06106673631552519,0.8937939938366818,
52,"(1u,1d)->(3u,5d)",2,-0.00911084500294041,-0.009111097100789558,|0u 0d 2u 2d 3u 5d>,3,|0u 0d 1u 1d 2u 2d>,2,0.002778496812918669,0.10501267956966748,0.8937965725371478,
53,"(0u,5d)->(2d,3u)",2,-0.14681077608204768,-0.14787470687800897,|0d 2d 3u 4u 4d 5u>,4,|0u 0d 4u 4d 5u 5d>,2,0.009030726542049361,0.10501267956966748,0.9027542236533259,
54,"(0d,5d)->(2d,3d)",2,0.029930476766034896,0.029939417543809466,|0u 2d 3d 4u 4d 5u>,4,|0u 0d 4u 4d 5u 5d>,2,0.001894525902263861,0.10501267956966748,0.9029543894077057,
55,"(0u,0d)->(3u,3d)",2,-0.6106785394967108,-0.69992933925588,|1u 1d 2u 2d 3u 3d>,4,|0u 0d 1u 1d 2u 2d>,2,0.012005840316739342,0.10501267956966748,0.6804134212836801,
56,"(0d,1d)->(3d,4d)",2,0.02014272730949543,0.020145451917659138,|1u 2d 3u 3d 4d 5u>,4,|0d 1u 1d 2d 3u 5u>,2,0.002501952780575722,0.05291426130826865,0.6813859132317384,
57,"(1u,1d)->(3d,5u)",2,0.10886594736179965,0.10929808171638294,|0u 0d 2u 2d 3d 5u>,3,|0u 0d 1u 1d 2u 2d>,2,0.002778496812918661,0.10501267956966748,0.6814115725243254,
58,"(1u,5d)->(3u,3d)",2,-0.02218256330360333,-0.02218620244913152,|0u 0d 2d 3u 3d 4u>,4,|0u 0d 1u 2d 4u 5d>,2,0.007136200639785269,0.0831285999289663,0.6817483346210657,
59,"(0u,0d)->(3u,3d)",2,0.12325770717262113,0.12388571989911201,|3u 3d 4u 4d 5u 5d>,4,|0u 0d 4u 4d 5u 5d>,2,0.012005840316738924,0.10501267956966748,0.7495457916710558,
60,"(0u,0d)->(3u,3d)",2,0.12325865742976275,0.12388668474060176,|1d 2u 3u 3d 4d 5u>,4,|0u 0d 1d 2u 4d 5u>,2,0.009503887536162835,0.0831285999289663,0.8064582872150065,
61,"(0u,0d)->(3u,3d)",2,0.12325865742991877,0.12388668474076017,|1u 2d 3u 3d 4u 5d>,4,|0u 0d 1u 2d 4u 5d>,2,0.009503887536162835,0.0831285999289663,0.8516216990189098,
62,"(0u,0d)->(3u,3d)",2,0.12325865743670936,0.12388668474765498,|1d 2d 3u 3d 4u 5u>,4,|0u 0d 1d 2d 4u 5u>,2,0.007001934755587119,0.06124452028826542,0.8843507413407599,
63,"(0u,0d)->(3u,3d)",2,0.12325865742633506,0.12388668473712146,|1u 2u 3u 3d 4d 5d>,4,|0u 0d 1u 2u 4d 5d>,2,0.007001934755587113,0.06124452028826542,0.9041488009845701,
64,"(0u,0d)->(3u,3d)",2,0.12325865743012027,0.12388668474096476,|2u 2d 3u 3d 4u 4d>,6,|0u 0d 2u 2d 4u 4d>,4,0.0037647316794801856,0.019939562361873435,0.9107154726592105,
65,"(0u,1u)->(3u,4u)",2,-0.4332006883012532,-0.46250063107313055,|0d 1d 2u 2d 3u 4u>,4,|0u 0d 1u 1d 2u 2d>,2,0.0018945259022639732,0.10501267956966748,0.9975736987501832,
66,"(0d,1d)->(3d,4d)",2,0.03782019280161796,0.03783823537638791,|0u 1u 2u 2d 3d 4d>,4,|0u 0d 1u 1d 2u 2d>,2,0.0018945259022639745,0.10501267956966748,0.9982416288209368,
67,"(2u,5u)->(3u,4u)",2,-0.27676570395280087,-0.2840558353943753,|0d 1u 1d 3u 3d 4u>,3,|0d 1u 1d 2u 3d 5u>,2,0.004471341841367249,0.06106673631552519,0.9987318652484523,
68,"(2u,3u)->(0u,5u)",2,0.0057212803092531826,0.005721342735052251,|0u 1u 1d 2d 3d 5u>,2,|1u 1d 2u 2d 3u 3d>,4,0.008152475007256516,0.012005840316739342,0.9987785137600634,
69,"(2u,3u)->(0u,5u)",2,0.005721280290853523,0.005721342716651989,|0u 1u 3d 4d 5u 5d>,2,|1u 2u 3u 3d 4d 5d>,4,0.008152475007256431,0.007001934755587113,0.9987946669140806,
70,"(2u,4d)->(1d,5u)",2,-0.010066370676625292,-0.010066710704956693,|0u 1u 1d 2d 3d 5u>,2,|0u 1u 2u 2d 3d 4d>,4,0.008152475007256516,0.0018945259022639745,0.9992219647434413,
71,"(2u,4d)->(1d,5u)",2,-0.010066370676625325,-0.010066710704956726,|0u 0d 1d 2d 4u 5u>,2,|0u 0d 2u 2d 4u 4d>,4,0.06124452028826542,0.019939562361873435,0.9995543789886455,
72,"(2u,4d)->(1d,5u)",2,-0.010066370676581624,-0.01006671070491302,|1u 1d 3u 3d 5u 5d>,2,|1u 2u 3u 3d 4d 5d>,4,0.04268186071038303,0.007001934755587113,0.9997918759658369,
73,"(2u,4d)->(1d,5u)",2,-0.01006637067064412,-0.010066710698974916,|1u 1d 2d 4u 5u 5d>,2,|1u 2u 2d 4u 4d 5d>,4,0.04476178630101225,0.007136200639785271,0.9999344316091637,
74,"(2u,4d)->(1d,5u)",2,-0.010066370647842642,-0.010066710676171127,|0u 1d 3d 4u 5u 5d>,2,|0u 2u 3d 4u 4d 5d>,4,0.052914261308268644,0.009030726542049365,0.9999820314734934,
75,"(2u,4u)->(1u,5u)",2,-0.0019396814027829094,-0.0019396838353823614,|0u 0d 1u 2d 4d 5u>,2,|0u 0d 2u 2d 4u 4d>,4,0.021884079640700906,0.019939562361873435,0.9999838628166178,
76,"(2u,3d)->(1d,4u)",2,0.0508341818449529,0.0508780142604323,|0u 1u 1d 2d 4u 4d>,3,|0u 1u 2u 2d 3d 4d>,4,0.0027784968129186843,0.0018945259022639745,0.999974919164317,
77,"(2u,3d)->(1d,4u)",2,0.050834181844790174,0.05087801426026915,|1u 1d 2d 4u 5u 5d>,2,|1u 2u 2d 3d 5u 5d>,3,0.04476178630101225,0.004471341841367252,0.9999503693521095,
78,"(2d,3d)->(1d,4d)",2,-0.02799929161370601,-0.028006610686832304,|0d 1u 1d 2u 4u 4d>,3,|0d 1u 2u 2d 3d 4u>,4,0.0027784968129186847,0.010925252444313468,0.9999764455707483,
79,"(2d,3d)->(1d,4d)",2,-0.02799929161526165,-0.028006610688389163,|0u 0d 1d 3u 4u 4d>,3,|0u 0d 2d 3u 3d 4u>,4,0.002778496812918581,0.007136200639785269,0.9999923547372469,
80,"(2d,3d)->(1d,4d)",2,-0.02799929161484145,-0.028006610687968635,|1u 1d 2u 4d 5u 5d>,2,|1u 2u 2d 3d 5u 5d>,3,0.04476178630101224,0.004471341841367252,0.9999980843802632,
81,"(0u,1d)->(2d,5u)",2,0.01608012550988068,0.016081511601598684,|1u 2u 2d 3d 5u 5d>,3,|0u 1u 1d 2u 3d 5d>,2,0.004471341841367252,0.05291426130826866,0.9999985267940122,
82,"(0d,1u)->(2d,5u)",2,-0.0029034412911149617,-0.0029034494497847544,|1d 2u 2d 3u 5u 5d>,3,|0d 1u 1d 2u 3u 5d>,2,0.004471341841367247,0.008152475007256516,0.9999986185226741,
83,"(0d,1u)->(2d,5u)",2,-0.0029034412911307,-0.0029034494498004926,|0u 2u 2d 4d 5u 5d>,3,|0u 0d 1u 2u 4d 5d>,2,0.002778496812918578,0.06124452028826542,0.9999986596292455,
84,"(2u,3u)->(1u,4u)",2,0.014367421701560324,0.01436841037102986,|0u 1u 1d 2d 4u 4d>,3,|0u 1d 2u 2d 3u 4d>,4,0.0027784968129186843,0.010925252444313457,0.9999999999999998,
